# mean_0, mean_1, mean_2, mean_3, mean_4, mean_5, mean_6, mean_7, max_prob, pred, GT, std_0, std_1, std_2, std_3, std_4, std_5, std_6, std_7
0.000,0.000,0.400,0.067,0.433,0.100,0.000,0.000,0.433,4.000,4.000,0.000,0.000,0.490,0.249,0.496,0.300,0.000,0.000
0.000,0.000,0.000,0.100,0.300,0.400,0.133,0.067,0.400,5.000,4.000,0.000,0.000,0.000,0.300,0.458,0.490,0.340,0.249
0.033,0.000,0.000,0.200,0.433,0.333,0.000,0.000,0.433,4.000,5.000,0.180,0.000,0.000,0.400,0.496,0.471,0.000,0.000
0.067,0.000,0.000,0.000,0.167,0.400,0.233,0.133,0.400,5.000,5.000,0.249,0.000,0.000,0.000,0.373,0.490,0.423,0.340
0.000,0.000,0.000,0.000,0.867,0.133,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000
0.000,0.000,0.000,0.299,0.534,0.167,0.000,0.000,0.534,4.000,4.000,0.000,0.000,0.000,0.457,0.498,0.373,0.000,0.000
0.033,0.000,0.000,0.133,0.133,0.133,0.567,0.000,0.567,6.000,4.000,0.180,0.000,0.000,0.340,0.340,0.340,0.496,0.000
0.000,0.000,0.033,0.033,0.867,0.067,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.180,0.180,0.340,0.249,0.000,0.000
0.000,0.000,0.033,0.000,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.180,0.000,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.500,0.233,0.233,0.033,0.500,4.000,4.000,0.000,0.000,0.000,0.000,0.500,0.423,0.423,0.180
0.000,0.000,0.033,0.000,0.700,0.167,0.100,0.000,0.700,4.000,4.000,0.000,0.000,0.180,0.000,0.458,0.373,0.300,0.000
0.000,0.000,0.000,0.000,0.833,0.167,0.000,0.000,0.833,4.000,4.000,0.000,0.000,0.000,0.000,0.373,0.373,0.000,0.000
0.000,0.000,0.033,0.067,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.180,0.249,0.300,0.000,0.000,0.000
0.000,0.000,0.033,0.400,0.567,0.000,0.000,0.000,0.567,4.000,4.000,0.000,0.000,0.180,0.490,0.496,0.000,0.000,0.000
0.000,0.000,0.000,0.333,0.500,0.167,0.000,0.000,0.500,4.000,4.000,0.000,0.000,0.000,0.471,0.500,0.373,0.000,0.000
0.000,0.000,0.000,0.033,0.467,0.500,0.000,0.000,0.500,5.000,4.000,0.000,0.000,0.000,0.180,0.499,0.500,0.000,0.000
0.000,0.000,0.000,0.100,0.533,0.367,0.000,0.000,0.533,4.000,4.000,0.000,0.000,0.000,0.300,0.499,0.482,0.000,0.000
0.000,0.000,0.000,0.033,0.233,0.133,0.467,0.133,0.467,6.000,5.000,0.000,0.000,0.000,0.180,0.423,0.340,0.499,0.340
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,2.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.633,0.300,0.033,0.000,0.000,0.000,0.033,0.633,1.000,2.000,0.000,0.482,0.458,0.180,0.000,0.000,0.000,0.179
0.000,0.000,0.000,0.300,0.567,0.133,0.000,0.000,0.567,4.000,4.000,0.000,0.000,0.000,0.458,0.496,0.340,0.000,0.000
0.233,0.733,0.033,0.000,0.000,0.000,0.000,0.000,0.733,1.000,2.000,0.423,0.442,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.733,0.033,0.200,0.033,0.000,0.000,0.000,0.733,1.000,4.000,0.000,0.442,0.180,0.400,0.180,0.000,0.000,0.000
0.000,0.467,0.200,0.100,0.100,0.100,0.000,0.033,0.467,1.000,0.000,0.000,0.499,0.400,0.300,0.300,0.300,0.000,0.180
0.000,0.100,0.067,0.100,0.300,0.100,0.000,0.333,0.333,7.000,4.000,0.000,0.300,0.249,0.300,0.458,0.300,0.000,0.471
0.000,0.000,0.000,0.000,0.000,0.000,0.533,0.467,0.533,6.000,7.000,0.000,0.000,0.000,0.000,0.000,0.000,0.499,0.499
0.000,0.067,0.333,0.133,0.367,0.100,0.000,0.000,0.367,4.000,4.000,0.000,0.249,0.471,0.340,0.482,0.300,0.000,0.000
0.000,0.000,0.100,0.500,0.267,0.133,0.000,0.000,0.500,3.000,4.000,0.000,0.000,0.300,0.500,0.442,0.340,0.000,0.000
0.000,0.000,0.000,0.700,0.267,0.033,0.000,0.000,0.700,3.000,4.000,0.000,0.000,0.000,0.458,0.442,0.180,0.000,0.000
0.000,0.800,0.033,0.100,0.067,0.000,0.000,0.000,0.800,1.000,4.000,0.000,0.400,0.180,0.300,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.600,0.333,0.067,0.000,0.000,0.600,3.000,4.000,0.000,0.000,0.000,0.490,0.471,0.249,0.000,0.000
0.000,0.167,0.433,0.033,0.133,0.133,0.000,0.100,0.433,2.000,3.000,0.000,0.373,0.495,0.180,0.340,0.340,0.000,0.300
0.000,0.733,0.267,0.000,0.000,0.000,0.000,0.000,0.733,1.000,2.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,2.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.955,0.000,0.045,0.000,0.000,0.000,0.000,0.955,1.000,2.000,0.000,0.188,0.000,0.188,0.000,0.000,0.000,0.000
0.000,0.733,0.267,0.000,0.000,0.000,0.000,0.000,0.733,1.000,2.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000
0.000,0.733,0.267,0.000,0.000,0.000,0.000,0.000,0.733,1.000,2.000,0.000,0.442,0.442,0.000,0.000,0.000,0.000,0.000
0.000,0.067,0.667,0.033,0.067,0.133,0.000,0.033,0.667,2.000,3.000,0.000,0.249,0.471,0.180,0.249,0.340,0.000,0.180
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,2.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.967,0.000,0.033,0.000,0.000,0.000,0.000,0.967,1.000,2.000,0.000,0.180,0.000,0.180,0.000,0.000,0.000,0.000
0.000,0.000,0.033,0.100,0.467,0.067,0.333,0.000,0.467,4.000,4.000,0.000,0.000,0.180,0.300,0.499,0.249,0.471,0.000
0.000,0.100,0.067,0.333,0.200,0.100,0.133,0.067,0.333,3.000,4.000,0.000,0.300,0.249,0.471,0.400,0.300,0.340,0.249
0.000,0.000,0.000,0.000,0.000,0.067,0.695,0.239,0.695,6.000,6.000,0.000,0.000,0.000,0.000,0.000,0.249,0.456,0.421
0.000,0.067,0.000,0.233,0.533,0.100,0.033,0.033,0.533,4.000,4.000,0.000,0.249,0.000,0.423,0.499,0.300,0.180,0.180
0.000,0.033,0.000,0.000,0.467,0.133,0.100,0.267,0.467,4.000,4.000,0.000,0.180,0.000,0.000,0.499,0.340,0.300,0.442
0.000,0.000,0.000,0.133,0.630,0.237,0.000,0.000,0.630,4.000,4.000,0.000,0.000,0.000,0.340,0.480,0.421,0.000,0.000
0.000,0.000,0.033,0.167,0.667,0.133,0.000,0.000,0.667,4.000,4.000,0.000,0.000,0.180,0.373,0.471,0.340,0.000,0.000
0.000,0.000,0.000,0.333,0.400,0.233,0.000,0.033,0.400,4.000,4.000,0.000,0.000,0.000,0.471,0.490,0.423,0.000,0.180
0.000,0.000,0.000,0.433,0.500,0.067,0.000,0.000,0.500,4.000,4.000,0.000,0.000,0.000,0.496,0.500,0.249,0.000,0.000
0.000,0.000,0.000,0.333,0.633,0.033,0.000,0.000,0.633,4.000,4.000,0.000,0.000,0.000,0.471,0.482,0.180,0.000,0.000
0.000,0.000,0.067,0.300,0.300,0.233,0.000,0.100,0.300,3.000,4.000,0.000,0.000,0.249,0.458,0.458,0.423,0.000,0.300
0.000,0.034,0.200,0.100,0.599,0.033,0.033,0.000,0.599,4.000,5.000,0.000,0.179,0.400,0.300,0.489,0.180,0.180,0.000
0.000,0.033,0.000,0.000,0.067,0.167,0.133,0.600,0.600,7.000,4.000,0.000,0.180,0.000,0.000,0.249,0.373,0.340,0.490
0.000,0.367,0.133,0.100,0.000,0.133,0.000,0.267,0.367,1.000,4.000,0.000,0.482,0.340,0.300,0.000,0.340,0.000,0.442
0.000,0.000,0.000,0.233,0.200,0.100,0.400,0.067,0.400,6.000,7.000,0.000,0.000,0.000,0.423,0.400,0.300,0.490,0.249
0.000,0.000,0.000,0.333,0.500,0.167,0.000,0.000,0.500,4.000,4.000,0.000,0.000,0.000,0.471,0.500,0.373,0.000,0.000
0.000,0.000,0.633,0.000,0.367,0.000,0.000,0.000,0.633,2.000,4.000,0.000,0.000,0.482,0.000,0.482,0.000,0.000,0.000
0.000,0.000,0.000,0.333,0.533,0.133,0.000,0.000,0.533,4.000,4.000,0.000,0.000,0.000,0.471,0.499,0.340,0.000,0.000
0.000,0.033,0.033,0.000,0.533,0.233,0.167,0.000,0.533,4.000,4.000,0.000,0.180,0.180,0.000,0.499,0.423,0.373,0.000
0.000,0.000,0.033,0.400,0.200,0.100,0.200,0.067,0.400,3.000,4.000,0.000,0.000,0.180,0.490,0.400,0.300,0.400,0.249
0.000,0.000,0.000,0.133,0.867,0.000,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000,0.000
0.000,0.000,0.033,0.000,0.667,0.267,0.033,0.000,0.667,4.000,4.000,0.000,0.000,0.180,0.000,0.471,0.442,0.179,0.000
0.000,0.000,0.000,0.367,0.500,0.067,0.067,0.000,0.500,4.000,4.000,0.000,0.000,0.000,0.482,0.500,0.249,0.249,0.000
0.000,0.000,0.000,0.067,0.933,0.000,0.000,0.000,0.933,4.000,4.000,0.000,0.000,0.000,0.249,0.249,0.000,0.000,0.000
0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.000,0.967,1.000,2.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.235,0.034,0.598,0.133,0.000,0.000,0.000,0.598,3.000,4.000,0.000,0.422,0.179,0.488,0.340,0.000,0.000,0.000
0.000,0.000,0.000,0.133,0.867,0.000,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000,0.000
0.000,0.000,0.000,0.133,0.867,0.000,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.600,4.000,4.000,0.000,0.000,0.000,0.490,0.490,0.000,0.000,0.000
0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,3.000,3.000,0.000,0.000,0.000,0.471,0.471,0.000,0.000,0.000
0.000,0.000,0.000,0.633,0.367,0.000,0.000,0.000,0.633,3.000,3.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.533,0.467,0.000,0.000,0.000,0.533,3.000,4.000,0.000,0.000,0.000,0.499,0.499,0.000,0.000,0.000
0.000,0.000,0.000,0.367,0.633,0.000,0.000,0.000,0.633,4.000,4.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.000,0.600,0.400,0.000,0.000,0.000,0.600,3.000,3.000,0.000,0.000,0.000,0.490,0.490,0.000,0.000,0.000
0.000,0.000,0.000,0.800,0.200,0.000,0.000,0.000,0.800,3.000,3.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.000,0.000,0.767,0.233,0.000,0.000,0.000,0.767,3.000,4.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000,0.000
0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.133,0.467,0.100,0.000,0.300,0.467,4.000,4.000,0.000,0.000,0.000,0.340,0.499,0.300,0.000,0.458
0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,5.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.033,0.000,0.333,0.600,0.033,0.000,0.000,0.600,4.000,4.000,0.000,0.180,0.000,0.471,0.490,0.180,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,5.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000,0.500,3.000,4.000,0.000,0.000,0.000,0.500,0.500,0.000,0.000,0.000
0.000,0.000,0.000,0.467,0.533,0.000,0.000,0.000,0.533,4.000,4.000,0.000,0.000,0.000,0.499,0.499,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.400,0.600,0.000,0.000,0.000,0.600,4.000,4.000,0.000,0.000,0.000,0.490,0.490,0.000,0.000,0.000
0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,3.000,3.000,0.000,0.000,0.000,0.471,0.471,0.000,0.000,0.000
0.000,0.000,0.000,0.633,0.367,0.000,0.000,0.000,0.633,3.000,3.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.000,0.400,0.467,0.133,0.000,0.000,0.467,4.000,4.000,0.000,0.000,0.000,0.490,0.499,0.340,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.933,0.033,0.000,0.000,0.933,4.000,4.000,0.000,0.000,0.000,0.180,0.249,0.180,0.000,0.000
0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.167,0.833,0.000,0.000,0.000,0.833,4.000,4.000,0.000,0.000,0.000,0.373,0.373,0.000,0.000,0.000
0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.933,0.033,0.000,0.000,0.933,4.000,4.000,0.000,0.000,0.000,0.180,0.249,0.180,0.000,0.000
0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.067,0.867,0.000,0.067,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.249,0.340,0.000,0.249,0.000
0.000,0.000,0.000,0.067,0.933,0.000,0.000,0.000,0.933,4.000,4.000,0.000,0.000,0.000,0.249,0.249,0.000,0.000,0.000
0.000,0.000,0.000,0.633,0.367,0.000,0.000,0.000,0.633,3.000,4.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.100,0.900,0.000,0.000,0.000,0.900,4.000,4.000,0.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000
0.000,0.000,0.000,0.400,0.533,0.067,0.000,0.000,0.533,4.000,4.000,0.000,0.000,0.000,0.490,0.499,0.249,0.000,0.000
0.000,0.000,0.000,0.267,0.733,0.000,0.000,0.000,0.733,4.000,4.000,0.000,0.000,0.000,0.442,0.442,0.000,0.000,0.000
0.000,0.000,0.000,0.133,0.867,0.000,0.000,0.000,0.867,4.000,4.000,0.000,0.000,0.000,0.340,0.340,0.000,0.000,0.000
0.000,0.000,0.000,0.367,0.633,0.000,0.000,0.000,0.633,4.000,4.000,0.000,0.000,0.000,0.482,0.482,0.000,0.000,0.000
0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.000,0.000,0.200,0.800,0.000,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.000,0.400,0.400,0.000,0.000,0.000
0.000,0.033,0.000,0.367,0.533,0.067,0.000,0.000,0.533,4.000,3.000,0.000,0.180,0.000,0.482,0.499,0.249,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,4.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.267,0.733,0.000,0.000,0.000,0.733,4.000,4.000,0.000,0.000,0.000,0.442,0.442,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.967,0.000,0.000,0.000,0.967,4.000,5.000,0.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.167,0.800,0.033,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.000,0.373,0.400,0.180,0.000,0.000
0.000,0.000,0.000,0.233,0.767,0.000,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000,0.000
0.000,0.000,0.000,0.233,0.767,0.000,0.000,0.000,0.767,4.000,4.000,0.000,0.000,0.000,0.423,0.423,0.000,0.000,0.000
0.000,0.000,0.000,0.667,0.333,0.000,0.000,0.000,0.667,3.000,4.000,0.000,0.000,0.000,0.471,0.471,0.000,0.000,0.000
0.000,0.167,0.033,0.400,0.333,0.067,0.000,0.000,0.400,3.000,4.000,0.000,0.373,0.180,0.490,0.471,0.249,0.000,0.000
0.000,0.000,0.000,0.233,0.700,0.067,0.000,0.000,0.700,4.000,4.000,0.000,0.000,0.000,0.423,0.458,0.249,0.000,0.000
0.000,0.000,0.000,0.433,0.467,0.100,0.000,0.000,0.467,4.000,4.000,0.000,0.000,0.000,0.496,0.499,0.300,0.000,0.000
0.000,0.000,0.000,0.133,0.733,0.133,0.000,0.000,0.733,4.000,5.000,0.000,0.000,0.000,0.340,0.442,0.340,0.000,0.000
0.000,0.033,0.000,0.200,0.700,0.033,0.033,0.000,0.700,4.000,4.000,0.000,0.180,0.000,0.400,0.458,0.180,0.180,0.000
0.000,0.033,0.000,0.167,0.433,0.200,0.133,0.033,0.433,4.000,6.000,0.000,0.180,0.000,0.373,0.496,0.400,0.340,0.180
0.000,0.000,0.000,0.100,0.233,0.367,0.233,0.067,0.367,5.000,4.000,0.000,0.000,0.000,0.300,0.423,0.482,0.423,0.249
0.000,0.000,0.033,0.000,0.200,0.200,0.367,0.200,0.367,6.000,6.000,0.000,0.000,0.180,0.000,0.400,0.400,0.482,0.400
0.000,0.000,0.033,0.100,0.233,0.233,0.300,0.100,0.300,6.000,6.000,0.000,0.000,0.180,0.300,0.423,0.423,0.458,0.300
0.000,0.000,0.033,0.133,0.100,0.533,0.000,0.200,0.533,5.000,6.000,0.000,0.000,0.180,0.340,0.300,0.499,0.000,0.400
0.000,0.000,0.033,0.033,0.800,0.133,0.000,0.000,0.800,4.000,4.000,0.000,0.000,0.180,0.180,0.400,0.340,0.000,0.000
0.000,0.000,0.000,0.000,0.433,0.433,0.133,0.000,0.433,4.000,4.000,0.000,0.000,0.000,0.000,0.496,0.496,0.340,0.000
0.000,0.000,0.000,0.200,0.667,0.100,0.033,0.000,0.667,4.000,4.000,0.000,0.000,0.000,0.400,0.471,0.300,0.180,0.000
0.000,0.000,0.033,0.433,0.533,0.000,0.000,0.000,0.533,4.000,4.000,0.000,0.000,0.180,0.496,0.499,0.000,0.000,0.000
0.000,0.033,0.000,0.267,0.567,0.112,0.022,0.000,0.567,4.000,5.000,0.000,0.180,0.000,0.442,0.496,0.303,0.116,0.000
0.000,0.000,0.000,0.700,0.300,0.000,0.000,0.000,0.700,3.000,4.000,0.000,0.000,0.000,0.458,0.458,0.000,0.000,0.000
0.000,0.000,0.000,0.367,0.500,0.133,0.000,0.000,0.500,4.000,5.000,0.000,0.000,0.000,0.482,0.500,0.340,0.000,0.000
0.000,0.000,0.000,0.233,0.333,0.434,0.000,0.000,0.434,5.000,4.000,0.000,0.000,0.000,0.423,0.471,0.495,0.000,0.000
0.000,0.000,0.000,0.400,0.433,0.100,0.067,0.000,0.433,4.000,6.000,0.000,0.000,0.000,0.490,0.496,0.300,0.249,0.000
0.000,0.000,0.000,0.067,0.833,0.100,0.000,0.000,0.833,4.000,4.000,0.000,0.000,0.000,0.249,0.373,0.300,0.000,0.000
0.033,0.000,0.033,0.467,0.233,0.067,0.133,0.033,0.467,3.000,4.000,0.180,0.000,0.180,0.499,0.423,0.249,0.340,0.180
0.000,0.067,0.033,0.333,0.400,0.133,0.033,0.000,0.400,4.000,4.000,0.000,0.249,0.180,0.471,0.490,0.339,0.180,0.000
0.000,0.000,0.000,0.400,0.233,0.267,0.067,0.033,0.400,3.000,4.000,0.000,0.000,0.000,0.490,0.423,0.442,0.249,0.180
0.000,0.000,0.000,0.000,0.500,0.367,0.133,0.000,0.500,4.000,5.000,0.000,0.000,0.000,0.000,0.500,0.482,0.340,0.000
0.000,0.000,0.000,0.433,0.467,0.100,0.000,0.000,0.467,4.000,4.000,0.000,0.000,0.000,0.496,0.499,0.300,0.000,0.000
0.000,0.067,0.000,0.433,0.300,0.200,0.000,0.000,0.433,3.000,4.000,0.000,0.249,0.000,0.496,0.458,0.400,0.000,0.000
0.000,0.000,0.300,0.600,0.067,0.033,0.000,0.000,0.600,3.000,4.000,0.000,0.000,0.458,0.490,0.249,0.180,0.000,0.000
0.000,0.033,0.133,0.167,0.500,0.167,0.000,0.000,0.500,4.000,4.000,0.000,0.180,0.340,0.373,0.500,0.373,0.000,0.000
0.000,0.000,0.000,0.467,0.267,0.167,0.100,0.000,0.467,3.000,4.000,0.000,0.000,0.000,0.499,0.442,0.373,0.300,0.000
0.000,0.000,0.000,0.033,0.199,0.167,0.434,0.167,0.434,6.000,5.000,0.000,0.000,0.000,0.180,0.398,0.373,0.495,0.373
0.000,0.000,0.033,0.000,0.433,0.533,0.000,0.000,0.533,5.000,4.000,0.000,0.000,0.180,0.000,0.496,0.499,0.000,0.000
0.000,0.100,0.000,0.333,0.467,0.100,0.000,0.000,0.467,4.000,3.000,0.000,0.300,0.000,0.471,0.499,0.300,0.000,0.000
0.000,0.033,0.000,0.167,0.433,0.200,0.133,0.033,0.433,4.000,6.000,0.000,0.180,0.000,0.373,0.496,0.400,0.340,0.180
0.000,0.000,0.000,0.500,0.367,0.133,0.000,0.000,0.500,3.000,4.000,0.000,0.000,0.000,0.500,0.482,0.340,0.000,0.000
0.000,0.000,0.000,0.000,0.700,0.100,0.200,0.000,0.700,4.000,4.000,0.000,0.000,0.000,0.000,0.458,0.300,0.400,0.000
0.000,0.067,0.033,0.333,0.467,0.100,0.000,0.000,0.467,4.000,4.000,0.000,0.249,0.180,0.471,0.499,0.300,0.000,0.000
0.000,0.067,0.100,0.000,0.233,0.067,0.300,0.233,0.300,6.000,5.000,0.000,0.249,0.300,0.000,0.423,0.249,0.458,0.423
0.000,0.000,0.000,0.367,0.467,0.167,0.000,0.000,0.467,4.000,4.000,0.000,0.000,0.000,0.482,0.499,0.373,0.000,0.000
0.000,0.000,0.000,0.100,0.067,0.333,0.433,0.067,0.433,6.000,4.000,0.000,0.000,0.000,0.300,0.249,0.471,0.496,0.249
0.000,0.000,0.200,0.433,0.267,0.100,0.000,0.000,0.433,3.000,5.000,0.000,0.000,0.400,0.496,0.442,0.300,0.000,0.000
0.000,0.000,0.033,0.000,0.833,0.133,0.000,0.000,0.833,4.000,5.000,0.000,0.000,0.180,0.000,0.373,0.340,0.000,0.000
0.000,0.000,0.000,0.096,0.433,0.471,0.000,0.000,0.471,5.000,4.000,0.000,0.000,0.000,0.289,0.496,0.496,0.000,0.000
0.000,0.000,0.000,0.200,0.433,0.367,0.000,0.000,0.433,4.000,4.000,0.000,0.000,0.000,0.400,0.496,0.482,0.000,0.000
0.000,0.867,0.033,0.100,0.000,0.000,0.000,0.000,0.867,1.000,2.000,0.000,0.340,0.180,0.300,0.000,0.000,0.000,0.000
0.000,0.000,0.967,0.033,0.000,0.000,0.000,0.000,0.967,2.000,2.000,0.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000
0.000,0.433,0.533,0.033,0.000,0.000,0.000,0.000,0.533,2.000,2.000,0.000,0.496,0.499,0.180,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.900,0.033,0.033,0.033,0.000,0.000,0.000,0.900,1.000,2.000,0.000,0.300,0.180,0.180,0.180,0.000,0.000,0.000
0.000,0.000,0.000,0.567,0.433,0.000,0.000,0.000,0.567,3.000,2.000,0.000,0.000,0.000,0.496,0.496,0.000,0.000,0.000
0.000,0.000,0.867,0.133,0.000,0.000,0.000,0.000,0.867,2.000,2.000,0.000,0.000,0.340,0.340,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.267,0.700,0.033,0.000,0.000,0.000,0.700,3.000,5.000,0.000,0.000,0.442,0.458,0.180,0.000,0.000,0.000
0.133,0.000,0.233,0.633,0.000,0.000,0.000,0.000,0.633,3.000,2.000,0.340,0.000,0.423,0.482,0.000,0.000,0.000,0.000
0.000,0.000,0.102,0.898,0.000,0.000,0.000,0.000,0.898,3.000,3.000,0.000,0.000,0.300,0.300,0.000,0.000,0.000,0.000
0.000,0.033,0.967,0.000,0.000,0.000,0.000,0.000,0.967,2.000,3.000,0.000,0.180,0.180,0.000,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.033,0.467,0.333,0.067,0.100,0.467,4.000,5.000,0.000,0.000,0.000,0.179,0.499,0.471,0.249,0.300
0.000,0.067,0.300,0.633,0.000,0.000,0.000,0.000,0.633,3.000,3.000,0.000,0.249,0.458,0.482,0.000,0.000,0.000,0.000
0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,1.000,2.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.067,0.100,0.567,0.267,0.567,6.000,5.000,0.000,0.000,0.000,0.000,0.249,0.300,0.496,0.442
0.000,0.000,0.333,0.367,0.300,0.000,0.000,0.000,0.367,3.000,3.000,0.000,0.000,0.471,0.482,0.458,0.000,0.000,0.000
